,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE,STATUS,target
4782,5024825,0,0,0,1,90000.0,4,4,1,1,-12384,-2223,1,1,1,0,14,3.0,0,7,0
4783,5024826,0,0,0,1,90000.0,4,4,1,1,-12384,-2223,1,1,1,0,14,3.0,0,6,0
4784,5024827,0,0,0,1,90000.0,4,4,1,1,-12384,-2223,1,1,1,0,14,3.0,0,7,0
4785,5024828,1,1,1,1,112500.0,4,2,1,5,-12907,-338,1,0,0,0,8,3.0,0,0,0
4786,5024829,1,1,1,1,112500.0,4,2,1,5,-12907,-338,1,0,0,0,8,3.0,-25,7,0
4787,5024830,1,1,1,1,112500.0,4,2,1,5,-12907,-338,1,0,0,0,8,3.0,-37,7,0
4788,5024831,1,0,0,0,360000.0,4,4,0,1,-12523,-5145,1,0,0,0,8,2.0,0,6,0
4789,5024832,1,0,0,0,360000.0,4,4,0,1,-12523,-5145,1,0,0,0,8,2.0,-21,7,0
4790,5024833,1,0,0,0,360000.0,4,4,0,1,-12523,-5145,1,0,0,0,8,2.0,0,1,0
4791,5025161,1,0,0,0,360000.0,4,4,0,1,-12523,-5145,1,0,0,0,8,2.0,0,0,0
4792,5024834,0,0,1,0,202500.0,0,1,3,1,-14143,-2072,1,0,0,0,17,1.0,0,0,0
4793,5024836,0,0,1,0,202500.0,0,1,3,1,-14143,-2072,1,0,0,0,17,1.0,-26,6,0
4794,5024837,0,0,1,0,202500.0,0,1,3,1,-14143,-2072,1,0,0,0,17,1.0,0,6,0
4795,5024838,0,0,1,0,202500.0,0,1,3,1,-14143,-2072,1,0,0,0,17,1.0,0,6,0
4796,5024839,0,0,1,0,202500.0,0,1,3,1,-14143,-2072,1,0,0,0,17,1.0,0,6,0
4797,5024840,0,0,1,0,202500.0,0,1,3,1,-14143,-2072,1,0,0,0,17,1.0,0,0,0
4798,5024841,0,0,1,0,202500.0,0,1,3,1,-14143,-2072,1,0,0,0,17,1.0,-9,7,0
4799,5024842,0,0,1,0,202500.0,0,1,3,1,-14143,-2072,1,0,0,0,17,1.0,0,0,0
4800,5024843,0,0,1,0,157500.0,4,1,3,1,-11511,-519,1,0,0,0,6,1.0,0,7,0
4801,5024845,0,0,1,0,157500.0,4,1,3,1,-11511,-519,1,0,0,0,6,1.0,0,7,0
4802,5024846,0,0,1,0,157500.0,4,1,3,1,-11511,-519,1,0,0,0,6,1.0,0,6,0
4803,5024847,0,0,1,0,157500.0,4,1,3,1,-11511,-519,1,0,0,0,6,1.0,-20,7,0
4804,5024848,0,0,1,0,157500.0,4,1,3,1,-11511,-519,1,0,0,0,6,1.0,0,6,0
4805,5024849,0,0,1,0,157500.0,4,1,3,1,-11511,-519,1,0,0,0,6,1.0,-6,7,0
4806,5024850,0,0,1,0,157500.0,4,1,3,1,-11511,-519,1,0,0,0,6,1.0,0,7,0
4807,5024851,0,1,1,3,81000.0,4,4,1,1,-14595,-884,1,0,0,0,3,5.0,0,6,0
4808,5024852,0,1,1,3,81000.0,4,4,1,1,-14595,-884,1,0,0,0,3,5.0,0,6,0
4809,5024853,0,1,1,3,81000.0,4,4,1,1,-14595,-884,1,0,0,0,3,5.0,0,6,0
4810,5024854,0,1,1,3,81000.0,4,4,1,1,-14595,-884,1,0,0,0,3,5.0,0,6,0
4811,5024856,0,1,1,0,211500.0,4,4,1,1,-15559,-5145,1,0,0,0,6,2.0,0,0,0
4812,5024857,0,1,1,0,211500.0,4,4,1,1,-15559,-5145,1,0,0,0,6,2.0,0,0,0
4813,5024859,0,1,1,0,112500.0,1,3,0,1,-24482,365243,1,0,1,0,17,2.0,-24,6,0
4814,5024860,0,1,1,0,112500.0,1,3,0,1,-24482,365243,1,0,1,0,17,2.0,-11,6,0
4815,5024862,0,0,1,0,180000.0,4,4,0,1,-17024,-1799,1,0,0,0,2,2.0,-14,7,0
4816,5024865,0,0,0,0,63000.0,4,4,1,1,-18646,-3287,1,1,1,0,17,2.0,0,6,0
4817,5024866,1,1,0,0,63000.0,4,4,1,1,-18858,-1614,1,1,1,0,4,2.0,0,7,0
4818,5024868,0,0,0,0,211500.0,4,4,1,1,-18611,-3563,1,1,1,0,16,2.0,0,6,0
4819,5024870,0,1,1,0,720000.0,0,1,2,1,-23298,-154,1,0,0,0,10,1.0,0,6,0
4820,5024872,0,0,1,0,112500.0,1,2,4,1,-22212,365243,1,0,1,0,17,1.0,0,6,0
4821,5024873,0,0,1,0,112500.0,1,2,4,1,-22212,365243,1,0,1,0,17,1.0,-49,7,0
4822,5024874,0,1,1,1,225000.0,0,4,1,1,-17592,-2923,1,0,0,0,3,3.0,-17,6,0
4823,5024875,0,0,0,0,270000.0,0,4,3,5,-12752,-1919,1,1,1,0,17,1.0,0,0,0
4824,5024876,0,1,1,0,211500.0,1,4,1,4,-21935,365243,1,0,1,0,17,2.0,0,6,0
4825,5024877,1,1,1,0,360000.0,0,1,1,1,-22636,-3076,1,0,0,0,4,2.0,0,6,0
4826,5024878,0,0,1,0,112500.0,1,4,1,1,-22175,365243,1,0,0,0,17,2.0,-11,7,0
4827,5024881,0,0,1,0,315000.0,0,2,3,1,-10835,-396,1,0,1,0,14,1.0,0,6,0
4828,5024883,1,0,0,0,180000.0,4,4,3,4,-8551,-1250,1,0,0,0,14,1.0,-5,6,0
4829,5024884,0,0,0,1,117000.0,4,4,1,1,-11640,-1676,1,0,1,0,14,3.0,0,6,0
4830,5024885,0,0,0,1,117000.0,4,4,1,1,-11640,-1676,1,0,1,0,14,3.0,-8,1,0
4831,5024887,0,0,0,1,180000.0,4,4,3,1,-9950,-427,1,0,0,0,14,2.0,0,6,0
4832,5024888,0,0,0,1,180000.0,4,4,3,1,-9950,-427,1,0,0,0,14,2.0,0,6,0
4833,5024889,0,1,0,0,112500.0,4,1,1,1,-13903,-3410,1,1,0,0,6,2.0,0,0,0
4834,5024890,1,1,0,0,38250.0,1,3,1,1,-22943,365243,1,0,1,0,17,2.0,0,6,0
4835,5024891,1,1,0,0,99000.0,4,4,0,1,-21658,-3471,1,0,1,0,8,2.0,-2,6,0
4836,5024892,0,0,1,1,225000.0,0,4,0,2,-13933,-3625,1,0,0,0,0,3.0,0,6,0
4837,5024893,0,0,1,1,225000.0,0,4,0,2,-13933,-3625,1,0,0,0,0,3.0,-27,6,0
4838,5024894,1,0,1,0,180000.0,4,4,0,1,-15851,-428,1,0,0,0,8,2.0,0,6,0
4839,5024895,0,1,1,3,126000.0,0,4,1,1,-12264,-1097,1,0,0,0,8,5.0,-15,7,0
4840,5024896,0,1,1,3,126000.0,0,4,1,1,-12264,-1097,1,0,0,0,8,5.0,0,6,0
4841,5024897,0,0,1,0,157500.0,1,1,1,1,-23002,365243,1,0,0,0,17,2.0,0,6,0
4842,5024898,0,0,1,1,103500.0,2,4,1,1,-15888,-8707,1,0,0,0,11,3.0,-12,7,0
4843,5024899,0,0,0,0,157500.0,0,4,4,2,-17460,-2681,1,1,1,0,14,1.0,-30,6,0
4844,5024900,0,1,0,0,292500.0,2,1,0,1,-16420,-703,1,1,1,1,0,2.0,0,7,0
4845,5024903,0,0,0,0,225000.0,4,4,1,1,-14914,-4081,1,0,1,0,14,2.0,-40,7,0
4846,5024905,0,0,0,0,94500.0,0,4,1,1,-15005,-1827,1,1,0,0,14,2.0,0,7,0
4847,5024906,1,0,0,0,135000.0,0,4,1,1,-13556,-1615,1,1,1,0,3,2.0,0,0,0
4848,5024908,1,1,1,0,225000.0,4,4,1,1,-20463,-185,1,0,0,0,16,2.0,-23,7,0
4849,5024909,1,1,1,0,225000.0,4,4,1,1,-20463,-185,1,0,0,0,16,2.0,0,0,0
4850,5024910,1,0,0,3,90000.0,0,4,1,1,-12906,-2467,1,1,0,0,8,5.0,0,0,0
4851,5024911,0,0,0,1,175500.0,4,1,1,1,-14236,-7002,1,1,1,0,3,3.0,-12,6,0
4852,5024912,0,1,0,2,135000.0,4,4,1,1,-8717,-1857,1,1,0,0,3,4.0,0,6,0
4853,5024914,0,0,1,0,292500.0,0,4,2,1,-15714,-458,1,1,1,0,17,1.0,0,6,0
4854,5024915,0,0,1,0,112500.0,4,1,1,1,-18259,-5756,1,0,1,0,14,2.0,0,6,0
4855,5024916,0,0,1,0,112500.0,1,4,1,1,-21832,365243,1,0,1,0,17,2.0,-14,7,0
4856,5024917,0,0,1,0,112500.0,1,4,1,1,-21832,365243,1,0,1,0,17,2.0,-21,7,0
4857,5024918,1,0,1,2,225000.0,4,1,1,1,-14841,-3868,1,0,0,0,10,4.0,0,0,0
4858,5024920,0,0,0,0,292500.0,0,4,2,1,-15556,-8767,1,0,0,0,17,1.0,0,0,0
4859,5024922,1,0,1,0,180000.0,4,3,3,1,-14663,-1188,1,0,0,0,4,1.0,0,0,0
4860,5024923,0,0,1,2,247500.0,4,4,1,1,-13610,-184,1,0,0,0,17,4.0,0,6,0
4861,5024925,0,0,0,0,33750.0,1,1,1,1,-19054,365243,1,0,0,0,17,2.0,0,0,0
4862,5024926,0,0,0,0,90000.0,0,1,1,1,-16043,-3837,1,0,1,0,6,2.0,-40,6,0
4863,5024927,1,0,0,0,382500.0,0,4,3,1,-12633,-854,1,0,0,0,8,1.0,0,7,0
4864,5024930,1,1,0,2,126000.0,0,4,1,1,-12245,-672,1,1,0,0,8,4.0,0,0,0
4865,5024934,1,1,0,0,135000.0,4,4,1,1,-13702,-1462,1,0,1,0,4,2.0,-37,0,0
4866,5024936,0,0,1,1,112500.0,4,4,1,1,-15376,-6851,1,0,0,0,8,3.0,0,0,0
4867,5024937,0,0,1,1,112500.0,4,4,1,1,-15376,-6851,1,0,0,0,8,3.0,-7,6,0
4868,5024938,0,0,1,0,67500.0,1,4,4,1,-23068,365243,1,0,1,0,17,1.0,0,0,0
4869,5024943,0,0,1,0,360000.0,4,1,3,1,-16912,-1462,1,0,0,0,3,1.0,0,7,0
4870,5024944,1,1,1,0,180000.0,4,4,1,1,-15623,-1645,1,0,0,0,8,2.0,0,6,0
4871,5024945,1,1,1,0,180000.0,4,4,1,1,-15623,-1645,1,0,0,0,8,2.0,0,6,0
4872,5024946,0,1,0,1,145350.0,0,4,1,1,-9119,-185,1,0,0,0,8,3.0,0,6,0
4873,5024947,1,1,0,0,135000.0,4,4,1,1,-18643,-1707,1,1,0,0,16,2.0,0,0,0
4874,5024948,0,1,0,0,157500.0,4,4,0,1,-17260,-8647,1,0,1,0,8,2.0,0,6,0
4875,5024950,1,0,0,0,121500.0,4,4,3,1,-15991,-5390,1,1,0,0,8,1.0,-17,7,0
4876,5024951,0,0,0,1,180000.0,0,1,1,1,-10634,-519,1,0,0,0,3,3.0,-31,0,0
4877,5024952,0,0,0,0,112500.0,4,4,1,1,-10823,-1493,1,1,0,0,14,2.0,0,6,0
4878,5024953,1,1,1,1,180000.0,4,1,1,1,-12143,-428,1,1,1,0,16,3.0,0,0,0
4879,5024955,1,1,1,1,103500.0,4,4,1,1,-16381,-185,1,0,0,0,8,3.0,0,6,0
4880,5024957,0,0,1,2,173250.0,4,4,2,1,-13219,-5542,1,0,0,0,3,3.0,0,0,0
4881,5024958,0,1,1,0,49500.0,1,4,1,1,-22481,365243,1,0,0,0,17,2.0,0,0,0
4882,5024959,1,1,1,0,202500.0,4,4,1,1,-14590,-1006,1,0,0,0,16,2.0,-28,6,0
4883,5024961,0,1,1,0,247500.0,1,4,1,1,-20415,365243,1,0,1,0,17,2.0,-22,6,0
4884,5024963,1,1,0,1,157500.0,0,4,1,3,-12986,-2345,1,0,0,0,8,3.0,0,6,0
4885,5024964,0,1,0,0,180000.0,0,1,1,1,-11229,-3472,1,1,1,0,3,2.0,-13,7,0
4886,5024966,1,0,0,0,202500.0,4,4,2,1,-14772,-154,1,0,0,0,8,1.0,0,6,0
4887,5024968,0,0,0,1,180000.0,4,4,1,1,-15938,-8342,1,1,0,0,11,3.0,0,0,0
4888,5024969,1,0,0,1,180000.0,4,4,1,1,-9080,-1037,1,0,0,0,17,3.0,0,0,0
4889,5024970,0,1,0,0,135000.0,2,4,1,1,-15175,-3046,1,0,1,0,10,2.0,-15,0,0
4890,5024971,0,0,1,0,94500.0,4,4,1,1,-16299,-5817,1,1,1,0,11,2.0,-17,6,0
4891,5024974,0,0,0,0,67500.0,1,4,1,1,-21960,365243,1,0,1,0,17,2.0,0,6,0
4892,5024975,1,0,1,0,135000.0,0,4,1,1,-12953,-1737,1,1,1,0,8,2.0,0,6,0
4893,5024976,1,0,0,0,225000.0,4,4,1,1,-12911,-1799,1,0,0,0,8,2.0,-24,7,0
4894,5024977,1,0,0,0,360000.0,4,2,3,2,-12375,-2773,1,0,1,1,8,1.0,0,6,0
4895,5024978,0,1,0,0,382500.0,4,1,0,1,-11153,-1281,1,1,1,0,0,2.0,0,6,0
4896,5024979,1,0,0,0,135000.0,4,2,3,1,-9851,-793,1,0,0,0,8,1.0,-39,6,0
4897,5024980,1,0,0,0,270000.0,0,4,1,1,-14255,-762,1,1,1,1,4,2.0,0,0,0
4898,5024981,1,0,0,0,270000.0,0,4,1,1,-14255,-762,1,1,1,1,4,2.0,0,6,0
4899,5024983,0,0,0,1,135000.0,4,4,1,1,-15269,-2376,1,0,0,0,3,3.0,0,6,0
4900,5024984,1,1,0,0,157500.0,4,4,1,1,-18217,-216,1,0,0,0,16,2.0,0,6,0
4901,5025006,1,1,0,0,157500.0,4,4,1,1,-18217,-216,1,0,0,0,16,2.0,0,0,0
4902,5024987,1,1,1,1,270000.0,2,4,1,1,-18871,-3928,1,0,0,0,4,3.0,-5,6,0
4903,5024988,1,1,1,1,270000.0,2,4,1,1,-18871,-3928,1,0,0,0,4,3.0,0,6,0
4904,5024989,1,0,0,0,81000.0,4,4,1,5,-11352,-671,1,1,0,0,8,2.0,0,6,0
4905,5024991,0,0,1,0,360000.0,2,4,4,1,-18190,-11202,1,0,0,0,3,1.0,-27,6,0
4906,5024992,0,0,1,0,360000.0,2,4,4,1,-18190,-11202,1,0,0,0,3,1.0,0,6,0
4907,5024994,1,1,1,1,405000.0,2,1,0,1,-9387,-1280,1,0,0,0,17,3.0,0,0,0
4908,5024999,0,1,1,0,135000.0,4,4,1,1,-9995,-1523,1,0,0,0,14,2.0,0,6,0
4909,5025000,1,1,0,0,315000.0,4,4,1,1,-20483,-792,1,0,0,0,4,2.0,0,1,0
4910,5025001,0,0,0,0,112500.0,4,4,3,1,-14074,-4720,1,1,1,0,3,1.0,0,6,0
4911,5025002,0,0,0,0,112500.0,4,4,3,1,-14074,-4720,1,1,1,0,3,1.0,0,6,0
4912,5025003,0,0,0,0,112500.0,4,4,3,1,-14074,-4720,1,1,1,0,3,1.0,0,6,0
4913,5025005,1,1,1,0,202500.0,4,1,1,1,-12648,-2132,1,0,0,0,17,2.0,0,7,0
4914,5025008,1,0,0,0,279000.0,0,4,1,1,-20027,-2315,1,1,0,0,17,2.0,-17,7,0
4915,5025009,1,0,0,0,279000.0,0,4,1,1,-20027,-2315,1,1,0,0,17,2.0,0,0,0
4916,5025010,0,0,0,1,157500.0,0,1,3,1,-14619,-124,1,0,0,0,8,2.0,0,6,0
4917,5025011,0,0,0,0,135000.0,1,4,1,2,-19032,365243,1,0,0,0,17,2.0,0,0,0
4918,5025012,0,1,0,0,112500.0,0,1,1,1,-12668,-2498,1,0,0,1,8,2.0,0,6,0
4919,5025013,0,0,0,0,117000.0,0,4,1,1,-15607,-2437,1,0,0,0,14,2.0,0,6,0
4920,5025014,0,1,0,0,180000.0,4,1,1,1,-13264,-397,1,0,0,0,8,2.0,0,0,0
4921,5025015,1,1,0,0,256500.0,4,4,1,1,-13694,-246,1,1,0,0,8,2.0,0,6,0
4922,5025016,1,1,0,0,256500.0,4,4,1,1,-13694,-246,1,1,0,0,8,2.0,0,6,0
4923,5025017,1,0,1,0,135000.0,4,4,3,1,-13295,-975,1,0,0,0,8,1.0,0,6,0
4924,5025018,0,1,1,1,135000.0,0,1,1,1,-10117,-1158,1,0,0,0,3,3.0,0,6,0
4925,5025019,0,0,1,0,148500.0,1,4,1,1,-21512,365243,1,0,0,0,17,2.0,-5,6,0
4926,5025020,0,0,1,0,148500.0,1,4,1,1,-21512,365243,1,0,0,0,17,2.0,0,6,0
4927,5025021,0,0,1,0,90000.0,1,4,2,1,-21052,365243,1,0,0,0,17,1.0,0,6,0
4928,5025023,0,0,1,0,90000.0,1,4,2,1,-21052,365243,1,0,0,0,17,1.0,0,6,0
4929,5025025,0,0,1,0,112500.0,4,4,1,1,-16911,-672,1,0,1,0,17,2.0,0,6,0
4930,5025026,0,0,1,3,67500.0,4,1,1,1,-12299,-4689,1,1,0,0,17,5.0,0,6,0
4931,5025027,0,0,0,0,135000.0,1,4,1,1,-20013,365243,1,0,0,0,17,2.0,-23,6,0
4932,5025028,0,0,0,0,135000.0,1,4,1,1,-20013,365243,1,0,0,0,17,2.0,0,6,0
4933,5025029,0,0,0,0,135000.0,1,4,1,1,-20013,365243,1,0,0,0,17,2.0,0,6,0
4934,5025030,0,1,0,0,90000.0,0,4,1,1,-18652,-5633,1,0,1,0,8,2.0,0,7,0
4935,5025032,0,1,0,0,90000.0,0,4,1,1,-18652,-5633,1,0,1,0,8,2.0,0,0,0
4936,5025034,0,0,0,0,135000.0,0,4,0,1,-16500,-7521,1,0,0,0,8,2.0,-13,0,0
4937,5025035,0,0,0,0,180000.0,4,1,4,1,-19190,-1159,1,1,1,0,14,1.0,0,0,0
4938,5025036,1,0,1,0,202500.0,4,4,3,1,-15081,-823,1,1,0,0,8,1.0,0,0,0
4939,5025038,0,0,0,0,135000.0,0,2,3,2,-8534,-1707,1,0,0,1,8,1.0,-6,7,0
4940,5025039,0,0,0,0,112500.0,4,4,1,1,-9413,-2223,1,0,1,0,17,2.0,0,6,0
4941,5025040,0,0,0,0,112500.0,4,4,1,1,-9413,-2223,1,0,1,0,17,2.0,-15,7,0
4942,5025043,0,0,0,0,135000.0,4,4,1,1,-16743,-8066,1,0,1,0,11,2.0,0,6,0
4943,5025044,1,0,1,1,144000.0,4,1,1,1,-12882,-3471,1,0,1,0,14,3.0,-8,7,0
4944,5025045,0,0,0,0,157500.0,0,4,0,1,-16199,-3411,1,1,0,0,12,2.0,0,6,0
4945,5025046,0,0,0,0,157500.0,1,1,1,1,-23303,365243,1,0,1,0,17,2.0,0,7,0
4946,5025047,0,1,0,3,112500.0,4,4,1,1,-11731,-3776,1,1,1,0,17,5.0,0,6,0
4947,5025048,1,1,0,2,180000.0,4,4,1,5,-10213,-581,1,1,0,0,17,4.0,0,0,0
4948,5025049,0,1,0,0,202500.0,0,4,1,1,-14926,-1281,1,1,1,0,6,2.0,0,6,0
4949,5025051,1,1,1,1,135000.0,4,4,1,1,-15157,-8189,1,0,0,0,8,3.0,0,6,0
4950,5025054,0,0,1,0,112500.0,1,3,1,1,-23355,365243,1,0,0,0,17,2.0,0,6,0
4951,5025055,0,0,1,0,112500.0,1,3,1,1,-23355,365243,1,0,0,0,17,2.0,0,0,0
4952,5025056,1,1,1,0,157500.0,4,4,1,1,-12318,-1128,1,0,0,0,17,2.0,0,6,0
4953,5025058,1,1,1,0,166500.0,4,4,1,1,-11728,-3199,1,0,0,0,6,2.0,-12,7,0
4954,5025059,1,1,1,0,166500.0,4,4,1,1,-11728,-3199,1,0,0,0,6,2.0,-17,6,0
4955,5025060,1,1,1,0,166500.0,4,4,1,1,-11728,-3199,1,0,0,0,6,2.0,-16,6,0
4956,5025061,1,1,1,0,166500.0,4,4,1,1,-11728,-3199,1,0,0,0,6,2.0,0,6,0
4957,5025062,1,1,1,0,166500.0,4,4,1,1,-11728,-3199,1,0,0,0,6,2.0,0,0,0
4958,5025063,1,1,1,0,135000.0,4,4,3,1,-11714,-672,1,0,0,0,17,1.0,0,6,0
4959,5025064,1,0,1,1,360000.0,2,1,0,1,-18862,-7093,1,0,0,1,3,3.0,0,6,0
4960,5025066,1,1,1,2,531000.0,2,1,1,1,-15173,-7916,1,0,0,0,10,4.0,0,6,0
4961,5025067,1,1,1,1,180000.0,4,4,1,1,-11511,-3806,1,0,0,0,3,3.0,-8,6,0
4962,5025069,1,1,1,1,180000.0,4,4,1,1,-11511,-3806,1,0,0,0,3,3.0,0,6,0
4963,5025073,0,0,1,0,157500.0,1,3,1,1,-23056,365243,1,0,0,0,17,2.0,0,0,0
4964,5025074,0,0,1,0,171000.0,4,4,1,1,-18839,-7551,1,1,1,0,10,2.0,0,0,0
4965,5025075,0,0,1,0,112500.0,1,4,2,1,-24878,365243,1,0,0,0,17,1.0,0,0,0
4966,5025077,0,0,1,1,94500.0,4,1,3,1,-10487,-3472,1,0,1,0,17,2.0,0,6,0
4967,5025078,1,0,1,0,225000.0,0,4,3,1,-15206,-3563,1,0,0,0,8,1.0,0,6,0
4968,5025080,0,1,0,0,675000.0,0,1,2,1,-15733,-6486,1,1,1,0,3,1.0,0,6,0
4969,5025081,0,1,1,0,180000.0,2,4,1,1,-15972,-5055,1,0,1,0,17,2.0,0,0,0
4970,5025082,0,1,1,0,180000.0,2,4,1,1,-15972,-5055,1,0,1,0,17,2.0,0,0,0
4971,5025084,0,0,1,0,85500.0,1,4,1,1,-24691,365243,1,0,0,1,17,2.0,0,7,0
4972,5025086,0,0,1,2,360000.0,4,4,0,1,-12521,-3837,1,0,0,0,17,4.0,-4,7,0
4973,5025087,0,0,1,0,94500.0,4,4,0,1,-9711,-1403,1,0,0,0,14,2.0,0,6,0
4974,5025088,1,0,0,0,135000.0,3,1,3,5,-9115,-581,1,0,0,1,17,1.0,0,6,0
4975,5025089,0,0,1,0,90000.0,1,4,1,1,-22034,365243,1,0,0,0,17,2.0,-50,7,0
4976,5025091,0,0,1,0,63000.0,1,4,2,1,-23403,365243,1,0,0,0,17,1.0,0,6,0
4977,5025092,1,1,0,3,90000.0,4,3,2,5,-13608,-1461,1,1,0,0,4,4.0,0,0,0
4978,5025093,0,0,1,0,162000.0,1,4,1,2,-22459,365243,1,0,1,0,17,2.0,-5,7,0
4979,5025094,0,0,1,0,162000.0,1,4,1,2,-22459,365243,1,0,1,0,17,2.0,-1,6,0
4980,5025095,1,0,1,0,315000.0,4,4,3,2,-9812,-338,1,0,0,0,14,1.0,0,0,0
4981,5025097,0,0,1,0,315000.0,4,4,2,1,-13375,-793,1,0,0,0,2,1.0,0,7,0
4982,5025098,1,0,1,0,112500.0,4,4,3,1,-15233,-246,1,0,0,0,8,1.0,0,0,0
4983,5025100,0,0,0,0,180000.0,0,4,0,1,-16596,-427,1,0,0,0,14,2.0,0,6,0
4984,5025101,0,0,1,0,126000.0,4,1,1,1,-11374,-761,1,0,0,0,6,2.0,0,0,0
4985,5025102,0,0,1,0,130500.0,0,4,0,1,-14697,-1767,1,0,0,0,14,2.0,0,6,0
4986,5025103,0,0,1,0,157500.0,1,4,1,1,-22867,365243,1,0,0,0,17,2.0,0,6,0
4987,5025104,1,1,1,2,270000.0,0,2,1,1,-15934,-3684,1,1,0,0,10,4.0,0,0,0
4988,5025106,1,1,1,2,270000.0,0,2,1,1,-15934,-3684,1,1,0,0,10,4.0,0,0,0
4989,5025107,0,0,1,1,180000.0,4,4,3,1,-11722,-3653,1,0,0,0,11,2.0,0,6,0
4990,5025109,1,1,1,0,225000.0,4,4,1,1,-18259,-703,1,0,0,0,4,2.0,0,7,0
4991,5025110,1,0,0,0,180000.0,0,4,1,1,-14902,-3837,1,0,0,0,8,2.0,0,6,0
4992,5025112,0,0,1,0,67500.0,1,4,1,1,-20174,365243,1,0,0,0,17,2.0,0,6,0
4993,5025114,0,0,1,0,112500.0,4,4,4,1,-22650,-14338,1,0,0,0,8,1.0,0,7,0
4994,5025115,0,1,1,0,360000.0,0,4,1,1,-17103,-1493,1,0,0,0,2,2.0,0,6,0
4995,5025117,1,1,0,1,405000.0,4,1,1,1,-12991,-731,1,0,0,0,10,3.0,0,6,0
4996,5025118,1,1,1,1,202500.0,4,2,1,4,-9866,-489,1,0,0,0,8,3.0,-51,7,0
4997,5025119,0,0,1,0,112500.0,2,1,1,1,-13513,-6394,1,0,1,0,3,2.0,0,7,0
4998,5025120,0,0,1,0,112500.0,2,1,1,1,-13513,-6394,1,0,1,0,3,2.0,0,6,0
4999,5025121,0,0,1,0,112500.0,2,1,1,1,-13513,-6394,1,0,1,0,3,2.0,0,0,0
5000,5025123,0,0,1,0,157500.0,1,4,4,1,-22078,365243,1,0,0,0,17,1.0,0,0,0
5001,5025124,0,1,1,0,180000.0,0,2,1,1,-17211,-3076,1,0,0,1,6,2.0,0,0,0
5002,5025128,0,0,1,0,180000.0,1,4,1,1,-23507,365243,1,0,1,0,17,2.0,-43,7,0
5003,5025130,0,0,1,0,270000.0,4,4,1,1,-17962,-9316,1,0,0,0,17,2.0,0,0,0
5004,5025140,0,0,1,0,270000.0,4,4,1,1,-17962,-9316,1,0,0,0,17,2.0,0,0,0
5005,5025131,1,0,1,2,225000.0,0,1,1,1,-12705,-884,1,1,1,0,17,4.0,0,6,0
5006,5025132,1,0,1,2,225000.0,0,1,1,1,-12705,-884,1,1,1,0,17,4.0,0,6,0
5007,5025133,1,0,1,2,225000.0,0,1,1,1,-12705,-884,1,1,1,0,17,4.0,0,0,0
5008,5025135,1,1,1,0,157500.0,4,4,1,1,-12366,-3653,1,1,1,0,4,2.0,0,6,0
5009,5025138,0,0,1,0,202500.0,4,4,1,1,-13582,-3472,1,0,0,0,14,2.0,-24,7,0
5010,5025141,0,0,1,1,270000.0,4,1,3,1,-13728,-1250,1,0,1,0,8,2.0,-17,7,0
5011,5025143,0,0,1,0,387000.0,0,4,2,1,-18147,-642,1,0,0,0,14,1.0,0,6,0
5012,5025144,0,0,1,0,387000.0,0,4,2,1,-18147,-642,1,0,0,0,14,1.0,0,7,0
5013,5025145,0,0,1,0,387000.0,0,4,2,1,-18147,-642,1,0,0,0,14,1.0,0,6,0
5014,5025146,0,0,1,0,387000.0,0,4,2,1,-18147,-642,1,0,0,0,14,1.0,0,7,0
5015,5025148,0,0,1,1,90000.0,4,4,1,1,-15010,-884,1,0,0,0,10,3.0,0,6,0
5016,5025149,0,0,1,0,103500.0,4,4,0,1,-18307,-1493,1,0,0,0,17,2.0,0,7,0
5017,5025150,0,0,1,0,121500.0,1,1,1,1,-24575,365243,1,0,1,0,17,2.0,-2,6,0
5018,5025151,0,0,1,0,121500.0,1,1,1,1,-24575,365243,1,0,1,0,17,2.0,0,7,0
5019,5025153,0,0,0,0,90000.0,4,4,1,5,-16174,-277,1,0,0,0,14,2.0,0,6,0
5020,5025157,0,0,1,0,130500.0,4,4,1,1,-18051,-1799,1,0,0,0,16,2.0,-50,7,0
5021,5025158,1,1,1,0,270000.0,4,1,3,1,-9918,-428,1,0,0,0,10,1.0,0,6,0
5022,5025163,0,1,1,1,112500.0,4,4,4,1,-16596,-8859,1,0,0,0,8,2.0,0,6,0
5023,5025164,0,1,1,0,157500.0,1,1,1,1,-22385,365243,1,0,0,0,17,2.0,0,7,0
5024,5025167,1,1,0,1,450000.0,4,4,1,1,-16912,-2072,1,0,0,0,8,3.0,0,0,0
5025,5025170,1,1,1,0,270000.0,4,2,1,2,-11695,-2437,1,1,0,0,8,2.0,-32,7,0
5026,5025171,1,1,1,1,171000.0,4,4,1,1,-10027,-946,1,0,0,0,10,3.0,-3,7,0
5027,5025172,0,0,1,0,157500.0,0,4,1,1,-16625,-2011,1,0,1,1,3,2.0,0,6,0
